,geometry,section,year,floor,hall name
0,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1904,1,"['Ethnology of North America ', 'North American Hall']"
1,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1904,2,['Ethnology and Archaeology of Southwestern United States and of Mexico']
2,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1904,3,"['Ethnology and Archaeology of South America', 'South American Archaeology', 'South American Hall']"
3,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1904,4,"['Hall of Mexican and Central American Archaeology', 'Loubat Hall', 'Loubat Hall of Mexican and Central American Archaeology', 'Mexican and Central American Archaeology', 'Mexican Hall']"
4,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1907,4,['Loubat Hall of Mexican Archaeology']
5,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1910,2,"['Hall of Mexican and Central American Archaeology', 'Mexican Hall']"
6,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1910,4,"['Mineral Hall', 'Mineralogical Hall']"
7,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1911,1,"['Eastern Woodlands Hall', 'Indians of the Woodlands']"
8,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1911,2,"['Ancient Monuments of Mexico and Central America', 'Hall of Mexican and Central American Archaeology', 'Mexican and Central American Hall']"
9,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1911,3,"['Indians of South America', 'South American Hall']"
10,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1911,4,"['Hall of Minerals', 'Minerals', 'Morgan Hall', 'Morgan Hall of Minerals']"
11,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1912,1,['Woodlands Hall']
12,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1912,2,['Mexican Hall']
13,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1912,3,['South American Hall']
14,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1912,4,"['Mineral Hall', 'Morgan Hall']"
15,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1913,1,"['Eastern Woodlands Hall', 'Indians of the Woodlands']"
16,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1913,2,"['Ancient Monuments of Mexico and Central America', 'Hall of Mexican and Central American Archaeology']"
17,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1913,3,['Indians of South America']
18,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1913,4,"['Hall of Minerals', 'Minerals', 'Morgan Hall']"
19,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1914,1,"['Indians of the Woodlands', 'Indians of the Woodlands']"
20,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1914,2,"['Ancient Monuments of Mexico and Central America', 'Mexican Hall']"
21,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1914,3,"['Indians of South America', 'Peruvian Hall', 'South American Hall']"
22,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1914,4,"['Hall of Minerals', 'Hall of Minerals', 'Minerals']"
23,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1915,2,['Mexican Hall']
24,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1916,1,"['Hall of Woodland Indians', 'Indians of the Woodlands']"
25,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1916,2,['Ancient Monuments of Mexico and Central America']
26,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1916,3,['Indians of South America']
27,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1916,4,"['Hall of Minerals', 'Hall of Minerals', 'Minerals']"
28,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1917,4,['Morgan Hall']
29,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1918,1,['Indians of the Woodlands']
30,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1918,2,"['Ancient Monuments of Mexico and Central America', 'Antiquities of Mexico and Central America']"
31,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1918,3,['Indians of South America']
32,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1918,4,"['Hall of Minerals', 'Hall of Minerals', 'Minerals', 'Morgan Hall of Minerals']"
33,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1919,1,"['Eastern Woodlands Hall', 'Indians of the Woodlands']"
34,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1919,2,"['Ancient Monuments of Mexico and Central America', 'Antiquities of Mexico and Central America']"
35,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1919,3,['Indians of South America']
36,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1919,4,"['Hall of Minerals', 'Mineral Hall', 'Minerals', 'Morgan Hall of Minerals']"
37,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1920,2,['Mexican Hall']
38,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1920,4,['Morgan Hall of Minerals']
39,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1921,1,"['Eastern Woodlands Hall', 'Indians of the Woodlands']"
40,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1921,2,"['Ancient Monuments of Mexico and Central America', 'Antiquities of Mexico and Central America']"
41,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1921,3,['Indians of South America']
42,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1921,4,"['Hall of Minerals', 'Hall of Minerals', 'Mineral Hall', 'Minerals', 'Morgan Hall', 'Morgan Memorial Hall of Minerals and Gems']"
43,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1922,1,"['Eastern Woodland Hall', 'Indians of the Woodlands']"
44,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1922,2,"['Ancient Monuments of Mexico and Central America', 'Antiquities of Mexico and Central America', 'Hall of Mexican Archaeology', 'Mexican Hall']"
45,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1922,3,['Indians of South America']
46,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1922,4,"['Hall of Minerals', 'Minerals and Gems', 'Morgan Hall of Gems and Minerals', 'Morgan Memorial Hall', 'Morgan Memorial Hall of Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
47,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1923,1,"['Eastern Woodland Hall', 'Indians of the Woodlands']"
48,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1923,2,"['Ancient Monuments of Mexico and Central America', 'Antiquities of Mexico and Central America']"
49,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1923,3,['Indians of South America']
50,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1923,4,"['Minerals and Gems', 'Morgan Hall', 'Morgan Memorial Hall', 'Morgan Memorial Hall of Minerals and Gems']"
51,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1924,1,['Eastern Woodland Hall']
52,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1924,4,"['Morgan Gem Hall', 'Morgan Memorial Hall']"
53,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1925,4,"['Morgan Hall of Minerals', 'Morgan Memorial Hall']"
54,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1926,1,['Indians of the Eastern Woodlands']
55,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1926,2,['Ancient Monuments of Mexico']
56,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1926,3,"['Races of Man Hall', 'South America']"
57,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1926,4,"['Gems and Minerals', 'Morgan Hall', 'Morgan Hall']"
58,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1927,1,['Indians of the Eastern Woodlands']
59,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1927,2,['Ancient Monuments of Mexico']
60,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1927,3,['South America']
61,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1927,4,"['Gems and Minerals', 'Hall of Minerals', 'Morgan Hall', 'Morgan Hall of Minerals and Gems', 'Morgan Hall of Minerals and Gems']"
62,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1928,1,"['Eastern Woodlands Hall', 'Indians of the Woodlands']"
63,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1928,2,"['Ancient Monuments of Mexico and Central America', 'Antiquities of Mexico and Central America']"
64,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1928,3,['Indians of South America']
65,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1928,4,"['Hall of Minerals and Gems', 'Minerals and Gems', 'Morgan Hall of Minerals and Gems']"
66,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1929,4,"['Morgan Hall', 'Morgan Hall of Minerals']"
67,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1930,1,"['Indians of the Woodlands', 'Woodland Indian Hall']"
68,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1930,2,"['Ancient Monuments of Mexico and Central America', 'Antiquities of Mexico and Central America']"
69,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1930,3,"['Hall of Physical Anthropology', 'Hall of Racial Anatomy', 'Indians of South America', 'Races of Man']"
70,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1930,4,"['Hall of Minerals', 'Minerals and Gems', 'Morgan Hall of Minerals and Gems', 'Morgan Hall of Minerals and Gems']"
71,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1931,1,"['Indians of the Woodlands', 'Woodland Indian Hall']"
72,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1931,2,['Antiquities of Mexico and Central America']
73,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1931,3,"['Hall of the Natural History of Man', 'Indians of South America']"
74,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1931,4,"['Hall of Minerals', 'Minerals and Gems', 'Morgan Hall of Minerals and Gems', 'Morgan Memorial Hall', 'Morgan Memorial Hall of Minerals and Gems']"
75,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1932,1,"['Indians of the Woodlands', 'Woodland Indian Hall']"
76,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1932,2,"['Antiquities of Mexico and Central America', 'Mexican Hall']"
77,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1932,3,"['Hall of Anatomy', 'Hall of the Natural History of Man', 'Indians of South America', 'Natural History of Man Hall', 'Races of Man Hall']"
78,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1932,4,"['Hall of Minerals', 'Minerals and Gems', 'Morgan Hall', 'Morgan Memorial Hall', 'Morgan Memorial Hall of Minerals and Gems']"
79,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1933,1,"['Indians of the Woodlands', 'Woodland Indian Hall']"
80,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1933,2,['Antiquities of Mexico and Central America']
81,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1933,3,['Indians of South America']
82,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1933,4,"['Hall of Minerals', 'Minerals and Gems', 'Morgan Hall', 'Morgan Memorial Hall of Minerals and Gems']"
83,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1934,1,"['Indians of the Woodlands', 'Woodland Indian Hall']"
84,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1934,2,"['Antiquities of Mexico and Central America', 'Mexican Hall']"
85,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1934,3,"['Hall of the Natural History of Man', 'Natural History of Man', 'Natural History of Man Hall']"
86,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1934,4,"['Hall of Minerals', 'Minerals and Gems', 'Morgan Hall', 'Morgan Memorial Hall of Minerals and Gems']"
87,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1935,1,"['Indians of the Woodlands', 'Woodland Indian Hall']"
88,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1935,2,"['Antiquities of Mexico and Central America', 'Mexican Hall']"
89,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1935,3,"['Hall of the Natural History of Man', 'Hall of the Natural History of Man', 'Natural History of Man Hall', 'Races of Man Hall']"
90,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1935,4,"['Hall of Minerals', 'Minerals and Gems', 'Morgan Hall', 'Morgan Hall of Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
91,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1936,1,"['Eastern Woodlands Hall', 'Indians of the Woodlands', 'Woodland Indian Hall', 'Woodlands Indians']"
92,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1936,2,"['Antiquities of Mexico and Central America', 'Hall of Mexican and Central American Archaeology']"
93,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1936,3,"['Anatomy of Man Hall', 'Hall of the Natural History of Man', 'Natural History of Man Hall', 'Races of Man Hall']"
94,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1936,4,"['Hall of Minerals', 'Mineral Hall', 'Minerals and Gems', 'Morgan Memorial Hall of Minerals and Gems']"
95,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1937,1,['Hall of Woodland Indians']
96,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1937,2,['Mexican Hall']
97,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1937,3,['Hall of the Races of Man']
98,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1937,4,"['Mineral Hall', 'Morgan Hall']"
99,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1938,1,['Woodland Indians Hall']
100,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1938,2,['Central American Hall']
101,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1938,4,['Morgan Hall']
102,"POLYGON ((-73.97536816444604 40.78088863879925, -73.97526894375126 40.7810367066053, -73.97478199911076 40.78084131816021, -73.97488427274999 40.78069477682639, -73.97536816444604 40.78088863879925))",4,1939,1,"['Eastern Woodlands', 'Woodland Indian Hall', 'Woodland Indians', 'Woodland Indians Hall']"
