,geometry,section,year,floor,hall name
1576,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1941,1,"['Darwin Hall', 'Hall of Invertebrates']"
1577,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1941,2,['North Asiatic Hall']
1578,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1941,3,['Hall of Insect Life']
1579,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1943,1,"['Darwin Hall', 'Darwin Hall of the Evolution of Life', 'Invertebrates']"
1580,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1943,2,"['Hall of North Asiatic Mammals', 'North Asiatic Hall', 'North Asiatic Mammals']"
1581,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1943,3,"['Hall of Insect Life', 'Insect Hall', 'Insects']"
1582,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1943,4,"['Fossil Reptiles', 'Hall of Fossil Reptiles', 'Hall of Mongolian Vertebrates']"
1583,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1945,1,"['Darwin Hall', 'Darwin Hall of the Evolution of Life', 'Invertebrates']"
1584,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1945,2,"['Hall of North Asiatic Mammals', 'North Asiatic Mammals']"
1585,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1945,3,"['Hall of Insect Life', 'Insect Hall', 'Insects']"
1586,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1945,4,"['Fossil Reptiles', 'Hall of Mongolian Vertebrates']"
1587,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1946,1,['Hall of Forestry']
1588,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1947,1,"['Darwin Hall', 'Darwin Hall of the Evolution of Life', 'Invertebrates']"
1589,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1947,2,"['Hall of North Asiatic Mammals', 'North Asiatic Mammals']"
1590,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1947,3,"['Hall of Insect Life', 'Insect Hall', 'Insects']"
1591,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1947,4,"['Fossil Reptiles', 'Hall of Mongolian Vertebrates']"
1592,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1948,1,"['Forestry Hall', 'Hall of Forestry']"
1593,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1949,1,"['Darwin Hall ', 'Darwin Hall of the Evolution of Life', 'Hall of Forestry', 'Invertebrates']"
1594,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1949,2,"['Hall of North Asiatic Mammals', 'North Asiatic Mammals']"
1595,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1949,3,"['Hall of Insect Life', 'Insect Hall', 'Insects']"
1596,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1949,4,"['Fossil Reptiles', 'Hall of Mongolian Vertebrates']"
1597,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1950,1,['Forestry Hall']
1598,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1951,1,['Hall of North American Forests']
1599,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1952,1,"['Hall of North American Forests', 'Hall of North American Forests']"
1600,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1953,1,"['Forestry', 'Hall of American Forests', 'Hall of North American Forests', 'North American Forests']"
1601,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1953,2,['North Asiatic Mammals']
1602,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1953,3,"['Hall of Insect and Spider Life', 'Insect and Spider Hall', 'Insect Hall', 'Insects']"
1603,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1953,4,"['Third Fossil Hall', 'Third Fossil Hall -- Age of Mammals']"
1604,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1954,1,['Hall of North American Forests']
1605,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1954,4,['Paleocene Hall']
